Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
420415;Celso Ramos (SC);SC;189,9;15;274,4358146;154,83;0,51;40,73;0,762;2844
420417;Cerro Negro (SC);SC;418,1;9,8;230,0012926;111,64;0,55;55,17;0,686;4098
420419;Chapadão do Lageado (SC);SC;113,9;22,5;98,97470728;174,69;0,43;33,74;0,774;2561
420420;Chapecó (SC);SC;625,4;234,3;405,4376281;341,64;0,57;41,39;0,848;146967
420425;Cocal do Sul (SC);SC;78,5;174,6;135,0824033;288,55;0,42;32,33;0,823;13726
420430;Concórdia (SC);SC;807,7;78;345,5196238;380,5;0,55;41,24;0,849;63058
420435;Cordilheira Alta (SC);SC;84,7;36,5;406,461207;315,96;0,54;35,09;0,826;3093
420440;Coronel Freitas (SC);SC;234,8;44,5;417,3904705;243,86;0,53;39,36;0,811;10535
420445;Coronel Martins (SC);SC;99,9;23,9;425,1423713;226,83;0,59;59,08;0,747;2388
420455;Correia Pinto (SC);SC;623,7;27,3;178,4546312;207,41;0,53;38,71;0,772;17026
420450;Corupá (SC);SC;407,9;29;147,2435084;290,19;0,45;30,37;0,818;11847
420460;Criciúma (SC);SC;210;810,8;144,5699337;407,95;0,56;38,19;0,822;170420
420470;Cunha Porã (SC);SC;217,8;46,9;462,9258955;278,87;0,51;37,27;0,824;10229
420475;Cunhataí (SC);SC;55,3;32,9;454,122499;267,6;0,5;33,87;0,831;1822
420480;Curitibanos (SC);SC;953,6;37,4;203,6961825;252,33;0,57;42,75;0,769;36061
420490;Descanso (SC);SC;286;31,9;496,8675784;216,81;0,5;40,78;0,796;9129
420500;Dionísio Cerqueira (SC);SC;377,1;37,9;525,9146512;191,67;0,62;46,19;0,747;14250
420510;Dona Emma (SC);SC;146,6;22,6;134,6619705;245,03;0,53;36,4;0,794;3309
420515;Doutor Pedrinho (SC);SC;375;8,1;134,7395495;290,84;0,43;44,13;0,802;3082
420517;Entre Rios (SC);SC;105,4;27,2;408,3211776;107,87;0,65;64,66;0,694;2857
420519;Ermo (SC);SC;64,9;31,8;187,612297;239,19;0,52;38,94;0,769;2057
420520;Erval Velho (SC);SC;231,7;18,4;287,5258416;240,74;0,52;37,39;0,794;4269
420530;Faxinal dos Guedes (SC);SC;280,3;38,4;375,8698173;316,46;0,61;34,51;0,819;10767
420535;Flor do Sertão (SC);SC;65,2;24,6;482,8664137;175,46;0,54;45,61;0,724;1612
420540;Florianópolis (SC);SC;436,5;760,1;0;701,42;0,57;43,26;0,875;342315
420543;Formosa do Sul (SC);SC;95,5;28,4;432,875271;238,11;0,62;52,33;0,795;2725
420545;Forquilhinha (SC);SC;184;99,7;156,5369558;304,43;0,53;40,43;0,797;18348
420550;Fraiburgo (SC);SC;435,5;75,4;242,6322888;249,48;0,57;39,71;0,779;32948
420555;Frei Rogério (SC);SC;157,2;18,9;227,4735807;172,67;0,55;41,12;0,74;2971
420560;Galvão (SC);SC;131,2;28,4;428,6863318;225,87;0,61;46,74;0,777;4235
420570;Garopaba (SC);SC;108,3;121,3;47,75322178;234,03;0,5;40,61;0,785;13164
420580;Garuva (SC);SC;499,7;22,7;177,0778915;238,78;0,56;41,09;0,787;11378
420590;Gaspar (SC);SC;369,8;125,4;84,36180578;364,62;0,45;35,68;0,832;46414
420600;Governador Celso Ramos (SC);SC;105;109,8;31,35134989;231,23;0,44;42,03;0,79;11598
420620;Gravatal (SC);SC;194,3;51;94,48543806;235,02;0,46;38,46;0,798;10799
420610;Grão Pará (SC);SC;329;17,7;92,45230053;357,3;0,56;29,48;0,826;5817
420630;Guabiruba (SC);SC;173,2;75;71,01035227;329,97;0,42;39,12;0,829;12976
420640;Guaraciaba (SC);SC;348,6;31,6;503,8570639;212,15;0,48;40,01;0,785;11038
420650;Guaramirim (SC);SC;243,2;97,8;132,7360166;295,34;0,46;37,38;0,822;23794
420660;Guarujá do Sul (SC);SC;99,5;47,2;511,0213444;276,26;0,63;41,98;0,803;4696
420665;Guatambú (SC);SC;206,3;22,8;421,3877702;145,53;0,52;48,18;0,737;4702
420670;Herval d'Oeste (SC);SC;213;94;294,0684871;253,21;0,51;49,56;0,798;20044
420675;Ibiam (SC);SC;147,2;13,3;269,2008068;244,91;0,52;36,33;0,809;1955
420680;Ibicaré (SC);SC;166,4;21,4;283,5498337;252,18;0,47;34,95;0,804;3587
420690;Ibirama (SC);SC;268,5;58,8;112,9204107;304,06;0,48;39,62;0,826;15802
420700;Içara (SC);SC;315,6;154;144,1931238;228,93;0,43;40,12;0,78;48634
420710;Ilhota (SC);SC;245,2;43;82,17553472;251,71;0,44;33,15;0,795;10574
420720;Imaruí (SC);SC;541,6;24,7;86,84593277;187,74;0,58;45,44;0,742;13404
420730;Imbituba (SC);SC;185,7;192,2;72,43115779;248,42;0,48;46,87;0,805;35700
420740;Imbuia (SC);SC;124,1;42,2;86,97971389;254,15;0,47;32,94;0,777;5246
420750;Indaial (SC);SC;429,9;93,3;102,8864823;341,92;0,47;39,51;0,825;40194
420757;Iomerê (SC);SC;111,8;22,8;273,9497629;349,21;0,52;32,82;0,849;2553
420760;Ipira (SC);SC;150,3;33,1;318,4846473;257,38;0,5;35,12;0,804;4979
420765;Iporã do Oeste (SC);SC;184,3;42,7;496,9588307;197,47;0,49;38,55;0,78;7877
420768;Ipuaçu (SC);SC;259,1;23,6;400,9471864;146,18;0,6;55,6;0,716;6122
