Codigo;Município;Area;Densidade;Distancia;RendaperCapita;Gini;Intensidadedapobreza;IDH;Populacaototal
313220;Itaguara (MG);411,9;27,4;84,64148376;207,9;0,53;40,71;0,743;11302
521056;Itaguari (GO);127;33,7;92,33324848;199,57;0,53;38,94;0,72;4385
521060;Itaguaru (GO);240,8;23,8;110,0802106;222,46;0,59;36,89;0,746;5696
171070;Itaguatins (TO);827,7;7,7;497,723183;72,78;0,57;58,77;0,617;6386
230620;Itaiçaba (CE);240,2;27,4;133,0146488;79,15;0,54;54,39;0,641;6579
220500;Itainópolis (PI);782,8;13,3;300,0649495;97,68;0,63;60,43;0,585;10381
420810;Itaiópolis (SC);1242,6;15,4;194,1513332;157,53;0,49;44,07;0,738;19086
210535;Itaipava do Grajaú (MA);3101,4;4,2;334,1380988;76,32;0,62;59,69;0,531;13341
313230;Itaipé (MG);482,5;22,2;360,5662004;100,39;0,67;59,99;0,633;10751
411095;Itaipulândia (PR);338,2;20,2;506,2977223;229,13;0,58;42,29;0,76;6836
230625;Itaitinga (CE);155,3;188,1;28,05158075;96,53;0,5;48,05;0,68;29217
150360;Itaituba (PA);62380,8;1,5;887,2315774;162,6;0,65;50,84;0,704;94750
352180;Itaí (SP);1114,9;18,9;250,6194276;197,83;0,54;44,58;0,728;21039
260750;Itaíba (PE);1073,2;25;296,4975077;72,5;0,61;60,78;0,567;26799
420820;Itajaí (SC);303,6;485,7;77,37115123;387;0,55;39,69;0,825;147494
240485;Itajá (RN);204,4;30,6;184,5263758;89,42;0,54;50,67;0,635;6249
521080;Itajá (GO);2557,7;2,6;359,2412969;216,73;0,54;34,46;0,747;6572
352190;Itajobi (SP);503,2;28,3;350,8148122;251,4;0,48;32,4;0,798;14230
352200;Itaju (SP);229,4;11,5;282,323594;249,75;0,45;31,78;0,807;2638
291540;Itaju do Colônia (BA);1221,8;7;274,490036;92,84;0,56;49,3;0,618;8580
313240;Itajubá (MG);291,2;288,7;328,8174494;353,35;0,58;38,34;0,815;84135
291550;Itajuípe (BA);297;75,8;211,3518881;97,83;0,58;51,86;0,648;22511
330205;Italva (RJ);297;42,5;226,9123314;212,05;0,53;36,35;0,724;12621
260760;Itamaracá (PE);65,4;242,4;34,53738181;155,54;0,61;51,8;0,743;15858
291560;Itamaraju (BA);2377,7;26,9;465,0977687;143,19;0,57;43,07;0,65;64144
313250;Itamarandiba (MG);2745,1;10,6;246,4612774;109,16;0,67;60,53;0,663;29400
130195;Itamarati (AM);25385,2;0,3;982,9906536;48,23;0,69;73,52;0,505;8406
313260;Itamarati de Minas (MG);118,7;31,9;213,4884725;194,67;0,52;32,85;0,751;3791
291570;Itamari (BA);132;63,1;155,3109855;98,88;0,59;51,03;0,635;8347
313270;Itambacuri (MG);1423,1;15,8;310,4250431;152,96;0,65;49,95;0,666;22668
411100;Itambaracá (PR);207,8;34,1;291,3683693;165,12;0,51;34,82;0,715;7090
260765;Itambé (PE);306,3;114,2;75,98407603;78,08;0,56;53,81;0,573;34982
291580;Itambé (BA);1631,4;18,9;340,1413867;77,36;0,42;43,49;0,608;30850
411110;Itambé (PR);244,5;24,3;337,5847165;237,85;0,53;32,23;0,769;5956
313280;Itambé do Mato Dentro (MG);382,2;6,8;80,14429987;109,24;0,54;47,38;0,674;2582
313290;Itamogi (MG);237,1;45,2;351,0944017;235,03;0,52;30,64;0,764;10723
313300;Itamonte (MG);431,7;28,2;290,053843;236,18;0,56;34,65;0,792;12197
291590;Itanagra (BA);454,1;14;93,67929434;72,6;0,56;58,12;0,603;6370
352210;Itanhaém (SP);597,4;120,4;72,25378976;284,76;0,56;51,93;0,779;71995
313310;Itanhandu (MG);144,3;89,5;293,5749155;306,52;0,57;30,15;0,795;12915
291600;Itanhém (BA);1449,8;14,7;505,3390564;119,67;0,57;52,17;0,673;21334
313320;Itanhomi (MG);488,5;23,7;230,4575053;138,7;0,59;47,8;0,7;11572
313330;Itaobim (MG);682,2;31,2;444,8115132;122,37;0,63;51,75;0,689;21271
330210;Itaocara (RJ);429,6;53,5;178,6084914;287,5;0,63;31,82;0,771;23003
352215;Itaóca (SP);204,7;15,8;254,6388925;107,89;0,62;57,94;0,65;3226
521090;Itapaci (GO);959,5;14,5;194,5881501;173,38;0,53;38,44;0,724;13931
230630;Itapagé (CE);399;102,9;115,7043476;91,52;0,61;57,14;0,642;41093
313340;Itapagipe (MG);1800,8;6,6;567,030128;247,62;0,51;27,56;0,788;11832
291610;Itaparica (BA);116,4;162,7;20,3989085;131,24;0,58;49,26;0,712;18945
291630;Itapebi (BA);975,2;11,4;348,9486462;88,01;0,54;50,94;0,636;11126
313350;Itapecerica (MG);1045;20,3;142,1662228;223,92;0,56;37,61;0,763;21235
352220;Itapecerica da Serra (SP);151,8;850,8;28,68518054;277,24;0,56;52,17;0,783;129685
210540;Itapecuru Mirim (MA);1186,2;35,7;96,0977022;75,4;0,55;54,57;0,609;42772
411120;Itapejara d'Oeste (PR);250,1;36,6;359,7335362;215,44;0,54;37,77;0,786;9162
420830;Itapema (SC);58,7;440,5;56,66923494;486,66;0,68;40,73;0,835;25869
320280;Itapemirim (ES);555,5;50,6;92,58617318;153,96;0,52;40,53;0,687;28121
411125;Itaperuçu (PR);299,8;63,8;24,30960476;133,47;0,51;53,08;0,675;19344
330220;Itaperuna (RJ);1108,4;78,2;232,5510415;261,87;0,55;38,47;0,787;86720
260770;Itapetim (PE);409,8;36;265,1154615;88,69;0,6;63,05;0,62;14766
291640;Itapetinga (BA);1615,4;35,8;314,8185248;160,32;0,59;44,24;0,7;57931
352230;Itapetininga (SP);1796,2;69,7;144,4029518;324,08;0,56;39,06;0,786;125559
313360;Itapeva (MG);178,4;41,3;403,1164974;216,89;0,52;34,86;0,747;7361
352240;Itapeva (SP);1830,9;45,2;232,848487;245,66;0,62;44,35;0,745;82866
352250;Itapevi (SP);91,6;1773,2;30,3563172;207,18;0,51;50,86;0,759;162433
291620;Itapé (BA);444,8;32,9;235,5460644;78,83;0,49;47,81;0,653;14639
291650;Itapicuru (BA);1552,5;17,6;186,2569404;62,83;0,55;58,43;0,521;27315
230640;Itapipoca (CE);1191,6;79,2;148,3028533;83,12;0,64;62,13;0,659;94369
352260;Itapira (SP);518,8;122,8;125,0216178;359,83;0,52;36,16;0,794;63377
130200;Itapiranga (AM);4249,6;1,7;225,7173431;78;0,58;59,18;0,694;7309
420840;Itapiranga (SC);286,1;48,9;511,605908;275,69;0,62;44,28;0,832;13998
521100;Itapirapuã (GO);2050,9;5,3;173,3947405;150,7;0,52;38,18;0,707;10856
352265;Itapirapuã Paulista (SP);407,1;8,8;281,0620895;122,88;0,61;57,2;0,645;3577
171090;Itapiratins (TO);1241;2,6;199,6170652;72,04;0,69;69,12;0,631;3277
260775;Itapissuma (PE);74,3;271;30,91507488;114,97;0,58;52,05;0,695;20116
291660;Itapitanga (BA);412;25,2;197,4332286;83,12;0,53;50,29;0,608;10382
230650;Itapiúna (CE);592,9;27,4;103,0663324;69,36;0,68;67,52;0,633;16276
420845;Itapoá (SC);256,1;34,5;164,5916582;305,39;0,62;43,51;0,793;8839
250700;Itaporanga (PB);481,8;43,7;362,9708663;106,13;0,57;53,23;0,624;21123
352280;Itaporanga (SP);509,1;28,1;291,0884633;181,72;0,6;46,23;0,709;14354
280320;Itaporanga d'Ajuda (SE);757,3;33,5;27,8082721;85,15;0,52;50,6;0,638;25482
500450;Itaporã (MS);1325,4;12,9;182,3944133;188,73;0,58;42,36;0,712;17045
171110;Itaporã do Tocantins (TO);876,8;2,9;181,5914559;130,56;0,56;47,21;0,709;2522
250710;Itapororoca (PB);150,7;97;52,88515087;83,05;0,57;55,18;0,573;14633
431057;Itapuca (RS);184,4;14,6;166,4349139;178,87;0,46;40,42;0,729;2691
352290;Itapuí (SP);140;73,5;258,490455;263,34;0,46;31,04;0,774;10371
352300;Itapura (SP);308,1;12,4;596,3242804;167,04;0,51;45,26;0,739;3838
521120;Itapuranga (GO);1281,6;20,9;144,6036928;219,46;0,6;40,26;0,735;26740
352310;Itaquaquecetuba (SP);82;3322,1;30,14237244;193,01;0,5;52,7;0,744;272942
291670;Itaquara (BA);298;26,4;163,632544;82,86;0,52;49,82;0,586;7861
431060;Itaqui (RS);3405,7;11,7;524,1531962;213,25;0,6;43,88;0,801;39770
500460;Itaquiraí (MS);2067,1;7,6;340,1379786;138,07;0,55;42,52;0,71;15770
260780;Itaquitinga (PE);117;127,8;49,31064179;81,83;0,59;54,09;0,587;14950
320290;Itarana (ES);299,1;38,2;74,73564806;206,38;0,53;42,14;0,741;11425
291680;Itarantim (BA);1789,8;8,9;342,5021596;98,76;0,58;50,24;0,659;16923
352320;Itararé (SP);1005,8;46,3;282,0721219;225,56;0,63;47,03;0,732;46554
230655;Itarema (CE);738,4;41,1;176,0911803;63,1;0,6;63,17;0,601;30347
352330;Itariri (SP);274;49,6;98,82441069;239,88;0,59;46,88;0,75;13613
521130;Itarumã (GO);3444,4;1,6;321,0182918;265,6;0,59;35,48;0,735;5446
330225;Itatiaia (RJ);225,5;109,7;146,0810637;295,87;0,55;34,73;0,8;24739
313370;Itatiaiuçu (MG);295,9;28,8;64,34542665;168,47;0,51;37,18;0,727;8517
352340;Itatiba (SP);323,3;250,2;63,6919446;430,4;0,52;34,16;0,828;81197
431070;Itatiba do Sul (RS);215,3;24,4;317,2566384;167,59;0,52;41,54;0,775;5252
291685;Itatim (BA);576,4;22;131,7812886;91,28;0,56;50,86;0,635;12700
352350;Itatinga (SP);982,2;15,7;208,0237619;219,04;0,49;36,34;0,759;15446
230660;Itatira (CE);740,6;21;149,8080107;53,6;0,67;70,26;0,569;15541
250720;Itatuba (PB);240,3;39;89,13986642;61,2;0,51;58,02;0,526;9374
160025;Itaubal (AP);1569,8;1,8;80,41289588;83,04;0,59;55,9;0,642;2894
521140;Itauçu (GO);385;21,2;65,15100313;163,82;0,5;35,84;0,742;8277
220510;Itaueira (PI);2571,1;4;280,4487131;109,78;0,62;53,53;0,637;10347
240490;Itaú (RN);124,4;42,4;307,8051229;100,22;0,55;51,42;0,675;5271
313375;Itaú de Minas (MG);153,3;89,3;308,9119435;264,85;0,49;38,93;0,796;13691
510455;Itaúba (MT);6491,6;1,3;511,5743487;261,64;0,6;36,39;0,74;8565
313380;Itaúna (MG);497,3;154,4;70,82356513;315,49;0,56;35,02;0,823;76862
411130;Itaúna do Sul (PR);123,4;36;473,4906831;143,27;0,55;42,8;0,708;4447
313390;Itaverava (MG);283,6;22,4;102,2482707;88,12;0,52;50,77;0,684;6388
420800;Itá (SC);166,1;40,7;373,7070828;323,13;0,55;36,2;0,805;6764
352270;Itápolis (SP);999,7;37,8;311,3480999;303,43;0,54;39,75;0,785;37750
313400;Itinga (MG);1649,5;8,4;424,5235138;67,36;0,64;63,96;0,624;13894
210542;Itinga do Maranhão (MA);872,8;26,5;416,287109;178,21;0,71;48,68;0,664;23128
510460;Itiquira (MT);8666,9;1,1;274,2206684;236,88;0,6;39,24;0,767;9200
352360;Itirapina (SP);565,7;22,6;188,333094;322,7;0,54;33,87;0,783;12836
352370;Itirapuã (SP);161,9;33,6;328,5538117;219,67;0,51;33,32;0,76;5412
291690;Itiruçu (BA);304,1;44,7;187,9162987;111,09;0,64;50,07;0,654;13585
291700;Itiúba (BA);1737,8;20,5;292,3828536;68,6;0,66;66,46;0,574;35543
352380;Itobi (SP);139;53,7;204,2190059;223,79;0,49;31,28;0,782;7466
291710;Itororó (BA);331,9;59,5;291,7264393;108,95;0,55;43,46;0,625;19799
352390;Itu (SP);641,6;210,9;74,61258696;421,15;0,57;46,79;0,815;135366
291720;Ituaçu (BA);1220,6;14,1;315,3567723;115,32;0,62;47,5;0,619;17268
291730;Ituberá (BA);424,2;56,8;109,127088;95,05;0,59;53,36;0,62;24133
313410;Itueta (MG);456,5;12,4;295,3920022;156,44;0,54;40,12;0,704;5641
313420;Ituiutaba (MG);2595,2;34,2;585,0348357;305,85;0,59;35,25;0,818;89091
521150;Itumbiara (GO);2464,6;33;193,4975111;289,32;0,56;32,21;0,782;81430
313430;Itumirim (MG);242,5;26,3;191,9463687;189,15;0,54;37,8;0,76;6391
352400;Itupeva (SP);201;130,1;61,4817504;390,78;0,54;37,39;0,807;26166
150370;Itupiranga (PA);7914,6;6,3;418,878147;85,71;0,6;55,63;0,619;49655
420850;Ituporanga (SC);335,7;58;105,6596999;281,8;0,47;37,33;0,825;19492
313440;Iturama (MG);1405,4;20,5;652,5467582;336,41;0,6;37,22;0,802;28814
313450;Itutinga (MG);366,2;11,4;180,0475012;193,39;0,53;40,93;0,751;4140
352410;Ituverava (SP);699,8;51,8;375,5984732;367,41;0,59;34,39;0,789;36268
291733;Iuiú (BA);1099,5;9,5;567,5473372;73,75;0,58;59,11;0,611;10489
320300;Iúna (ES);456;57,1;124,8629824;227,99;0,57;35,05;0,729;26112
411150;Ivaiporã (PR);438;73,6;276,3120457;220,47;0,6;43,9;0,764;32270
411140;Ivaí (PR);597,2;19,9;166,0333258;142,5;0,55;45,31;0,701;11899
411155;Ivaté (PR);415,3;16,7;471,2200394;164,95;0,48;36,23;0,752;6925
411160;Ivatuba (PR);95,1;29,3;359,4642696;258,12;0,54;34,29;0,768;2796
500470;Ivinhema (MS);2014,9;10,7;224,0605121;199,19;0,55;36,73;0,738;21643
521160;Ivolândia (GO);1267,1;2,4;164,180845;168,41;0,53;40,81;0,721;2992
431075;Ivorá (RS);131,7;18,9;233,8013457;182,28;0,46;37,94;0,777;2495
431080;Ivoti (RS);65,1;235,6;49,56353334;383,71;0,46;30,75;0,851;15318
260790;Jaboatão dos Guararapes (PE);257,3;2255,7;16,13420925;235,53;0,65;46,21;0,777;581556
291735;Jaborandi (BA);10066,2;1;644,4324805;62,53;0,6;62,92;0,617;10288
352420;Jaborandi (SP);275;23,3;366,6758786;213,06;0,49;36,05;0,76;6424
420860;Jaborá (SC);188;22,3;317,7047896;245,68;0,48;32,83;0,794;4194
411170;Jaboti (PR);138,5;33,1;204,0604567;173,84;0,53;36,93;0,699;4590
431085;Jaboticaba (RS);128,8;35,5;333,0703361;156,03;0,56;45,55;0,734;4536
352430;Jaboticabal (SP);708,6;95,1;308,0869066;391,26;0,53;39,97;0,815;67408
313460;Jaboticatubas (MG);1117,1;12,1;40,26284222;184,33;0,59;38,23;0,731;13530
291740;Jacaraci (BA);1246,4;10,8;471,7283105;88,6;0,62;60,17;0,654;13520
250730;Jacaraú (PB);257,1;54,8;73,3111751;68,8;0,59;60,93;0,555;14117
150375;Jacareacanga (PA);53531,5;0,4;1154,054315;140,92;0,64;69,19;0,652;24024
352440;Jacareí (SP);461,1;415;73,45633941;353,95;0,53;44,16;0,809;191291
411180;Jacarezinho (PR);610,2;64,9;261,5836896;285,28;0,6;38,48;0,782;39625
270340;Jacaré dos Homens (AL);142,9;40;161,0689664;97,35;0,67;56,05;0,571;5720
352450;Jaci (SP);144,8;27,5;422,886375;260,55;0,47;31,68;0,781;4117
510480;Jaciara (MT);1664,5;14,3;127,4989465;257,56;0,54;33,57;0,788;23796
313470;Jacinto (MG);1395,3;8,6;562,4917112;93,12;0,59;52,71;0,632;12087
420870;Jacinto Machado (SC);417,2;26,2;195,7850409;190,42;0,49;37,21;0,757;10923
291750;Jacobina (BA);2328,9;32,8;295,1585288;147,38;0,66;54,62;0,652;76492
220515;Jacobina do Piauí (PI);1453,2;3,9;361,798338;59,88;0,58;62,48;0,57;5690
313480;Jacuí (MG);411,8;18;319,2028027;201,05;0,5;33,19;0,75;7389
270350;Jacuípe (AL);219,9;33,2;96,40221592;57,7;0,58;62,91;0,548;7313
150380;Jacundá (PA);2014,8;20,3;339,6618489;175,32;0,6;41,38;0,691;40546
352460;Jacupiranga (SP);709,9;23,9;188,0940334;267,27;0,6;48,61;0,76;17041
313490;Jacutinga (MG);348,2;53,3;388,7384058;369,78;0,54;31,79;0,797;19004
431090;Jacutinga (RS);224,4;18,9;285,7709;228,44;0,52;41,86;0,8;4248
240500;Jaçanã (RN);58,4;131,4;130,4856435;93,02;0,6;57,27;0,631;7677
411190;Jaguapitã (PR);466,6;23,4;344,276189;217,27;0,47;30,57;0,761;10932
291760;Jaguaquara (BA);964;48,3;169,7330246;114,64;0,61;50,04;0,647;46621
313500;Jaguaraçu (MG);167;17,1;127,5146896;149,31;0,49;40,81;0,742;2855
291770;Jaguarari (BA);2578;10,6;352,6737003;108,57;0,62;60,34;0,646;27412
431100;Jaguarão (RS);2070,9;14,5;347,455808;261,84;0,56;33,98;0,764;30093
230670;Jaguaretama (CE);1870,8;9,6;212,1389784;86,89;0,56;55,8;0,645;18024
320305;Jaguaré (ES);720,4;27,1;159,3894257;184,76;0,56;36,67;0,691;19539
431110;Jaguari (RS);685,3;18,2;339,0091105;247,03;0,54;39,05;0,795;12488
411200;Jaguariaíva (PR);1526,9;20,1;137,8839197;217,77;0,54;38,4;0,757;30780
230680;Jaguaribara (CE);595,6;14,7;215,8524185;89,02;0,54;52,78;0,653;8730
230690;Jaguaribe (CE);1822,3;19,2;241,7331887;119,71;0,64;53,7;0,672;35062
291780;Jaguaripe (BA);894,8;15;44,56460093;73,08;0,57;54,22;0,604;13422
352470;Jaguariúna (SP);142,8;206,2;100,1661069;398,13;0,55;44,09;0,829;29597
230700;Jaguaruana (CE);746,4;39,8;150,1184362;86,29;0,58;55,71;0,654;29735
420880;Jaguaruna (SC);328;44,5;122,4009131;268,38;0,52;32,31;0,793;14613
220520;Jaicós (PI);889,2;17,8;312,1043618;83,49;0,66;63,28;0,582;15859
313505;Jaíba (MG);2733;10;498,6015742;110,73;0,6;51,01;0,652;27287
352480;Jales (SP);369,8;124,9;543,3011837;331,22;0,51;39,26;0,804;46186
110110;Jamari (RO);3938;1,7;93,47571337;182,86;0,64;51,62;0,702;6822
352490;Jambeiro (SP);184,2;21,7;102,0474837;286,57;0,56;34,52;0,779;3992
313507;Jampruca (MG);522,6;9;271,4205851;99,66;0,54;47,51;0,598;4716
313510;Janaúba (MG);2196,5;27,9;451,2544748;154,06;0,6;44,69;0,716;61651
521170;Jandaia (GO);867;7,2;103,3832671;189,22;0,55;39,64;0,746;6342
411210;Jandaia do Sul (PR);188,5;104,4;313,895498;283,23;0,55;34,32;0,783;19676
240510;Jandaíra (RN);428,3;14,3;112,736448;79,41;0,55;54,85;0,571;6124
291790;Jandaíra (BA);646,8;15,5;175,1431587;58,68;0,56;60,1;0,575;10027
352500;Jandira (SP);17,6;5211,4;27,29107472;290,48;0,52;48,15;0,801;91807
240520;Janduís (RN);352,7;15,9;244,4031964;84,89;0,55;52,46;0,604;5597
510490;Jangada (MT);1025,5;6,9;57,99623172;122,98;0,57;55,88;0,68;7134
411220;Janiópolis (PR);321,8;25,1;381,7374065;139,87;0,54;45,06;0,692;8084
240530;Januário Cicco (RN);173,6;44,2;59,1933417;66,37;0,61;62,69;0,596;7687
313530;Japaraíba (MG);172,6;20,1;165,5193274;210,06;0,5;35,71;0,753;3473
270360;Japaratinga (AL);85,9;80;82,82510268;81,45;0,6;56,02;0,613;6868
280330;Japaratuba (SE);374;38,7;38,16151481;97,55;0,55;51,88;0,651;14556
330227;Japeri (RJ);82,9;1008,2;53,97664606;156,45;0,51;50,59;0,724;83278
240540;Japi (RN);200,7;31,5;110,4136435;51,76;0,67;72,63;0,57;6328
411230;Japira (PR);197,8;24,8;199,6436862;180,77;0,57;34,95;0,706;4901
280340;Japoatã (SE);397,4;32,8;69,30876052;73,4;0,5;52,49;0,604;13020
313535;Japonvar (MG);375,9;21,6;425,9958251;61,09;0,6;65,2;0,618;8121
500480;Japorã (MS);458,8;13,4;383,9498803;88,74;0,56;55,9;0,636;6140
130210;Japurá (AM);56042,9;0,2;743,4575181;54,66;0,58;62,51;0,577;10285
411240;Japurá (PR);169,1;45,9;396,737856;227,57;0,46;28,2;0,759;7755
260795;Jaqueira (PE);111,2;104,7;125,0755622;65,03;0,54;56,31;0,588;11653
431112;Jaquirana (RS);917,5;5,3;152,9398424;172,23;0,53;39,22;0,734;4814
500490;Jaraguari (MS);2921,3;1,8;42,20683759;174,68;0,55;41,32;0,734;5389
521180;Jaraguá (GO);1895,6;17,6;102,8075978;194,48;0,53;37,58;0,728;33284
420890;Jaraguá do Sul (SC);540;200,7;133,6756487;414,14;0,48;36,05;0,85;108489
270370;Jaramataia (AL);104,1;55,6;138,7938409;68,35;0,51;51,58;0,58;5788
230710;Jardim (CE);500,9;52,8;437,5152338;66,16;0,66;67,19;0,642;26414
500500;Jardim (MS);2207,6;10,2;192,9925926;292,02;0,64;45,18;0,773;22542
411250;Jardim Alegre (PR);396,5;34,5;280,703427;147,62;0,61;58,13;0,713;13673
240550;Jardim de Angicos (RN);246,4;10,8;85,47822579;76,46;0,52;54,14;0,628;2670
240560;Jardim de Piranhas (RN);374,2;32;245,5178781;113,53;0,51;43,95;0,675;11994
220525;Jardim do Mulato (PI);471,3;8,4;113,8316941;60,15;0,6;66,63;0,58;3990
240570;Jardim do Seridó (RN);380,5;31,6;193,847352;155,21;0,54;42,11;0,722;12041
411260;Jardim Olinda (PR);128,4;11,9;427,1178962;179,34;0,56;36,5;0,724;1523
352510;Jardinópolis (SP);504,8;60,9;304,1131502;323,88;0,51;34,54;0,808;30729
420895;Jardinópolis (SC);67,2;29,5;437,1410452;163,26;0,53;45,03;0,763;1994
431113;Jari (RS);871,5;4,3;300,613306;146,48;0,58;48,2;0,751;3751
352520;Jarinu (SP);208,1;84,9;50,54996058;313,98;0,58;39,99;0,759;17041
110011;Jaru (RO);2909,6;18,1;244,0215894;198,26;0,58;49,34;0,729;53600
411270;Jataizinho (PR);168,2;67,3;297,0172979;187,54;0,51;38,3;0,733;11327
521190;Jataí (GO);7197,1;10,5;293,1991904;304,95;0,59;35,39;0,793;75451
260800;Jataúba (PE);715,7;20,5;177,84484;72,75;0,6;64,27;0,583;14653
500510;Jateí (MS);1932,8;2,1;229,3330438;159,68;0,51;39,09;0,715;4054
230720;Jati (CE);347,5;20,9;444,1241435;90,96;0,58;55,01;0,653;7265
210545;Jatobá (MA);406,4;13,8;365,3590001;91,03;0,59;56,85;0,617;5055
260805;Jatobá (PE);277,2;47,4;392,7892652;108,08;0,62;59,56;0,686;13148
220527;Jatobá do Piauí (PI);650,4;6,6;114,5251208;69,26;0,49;52,23;0,587;4314
521200;Jaupaci (GO);529;6;189,4482395;169,36;0,53;38,03;0,71;3154
510500;Jauru (MT);1221,7;10,5;297,882934;138,94;0,57;48,78;0,68;12764
352530;Jaú (SP);690,1;162;240,9276818;401,56;0,5;32,74;0,819;112104
171150;Jaú do Tocantins (TO);2181,3;1,4;277,8136061;121,52;0,57;46,79;0,692;3121
313540;Jeceaba (MG);236,3;25,8;79,83384417;146,78;0,5;42,51;0,732;6109
313545;Jenipapo de Minas (MG);285,6;22,6;352,5939203;84,6;0,55;53,02;0,618;6490
210547;Jenipapo dos Vieiras (MA);1161;8,6;348,5586282;54,41;0,57;64,16;0,516;10119
313550;Jequeri (MG);549,4;24,8;152,1643878;107,3;0,59;55,25;0,662;13658
291800;Jequié (BA);3046,7;48,3;196,5242529;140,05;0,59;48,69;0,694;147202
313560;Jequitaí (MG);1272,5;6,9;291,4093427;107,32;0,59;51,04;0,705;8750
313570;Jequitibá (MG);447,4;11,5;64,9995771;143,43;0,61;44,28;0,692;5171
313580;Jequitinhonha (MG);3529,6;6,5;488,3940568;118,73;0,63;51,33;0,668;22902
291810;Jeremoabo (BA);4788,4;7,3;323,1681651;79,84;0,67;65,52;0,557;34916
250740;Jericó (PB);157,4;47,1;330,9554519;87,8;0,52;52,4;0,61;7416
352540;Jeriquara (SP);141,4;23,2;372,8633666;210,06;0,49;32,83;0,748;3280
320310;Jerônimo Monteiro (ES);163,6;62,3;121,7472101;201,1;0,56;38,22;0,706;10189
220530;Jerumenha (PI);1694;2,7;235,5003226;73,42;0,57;59,85;0,653;4515
313590;Jesuânia (MG);153,7;30,7;279,1687814;189,91;0,56;34,71;0,739;4823
411275;Jesuítas (PR);269;36,5;430,5973594;218,14;0,61;46,3;0,762;9832
521205;Jesúpolis (GO);121,3;17,5;81,90135015;171,64;0,53;37,9;0,721;2123
110012;Ji-Paraná (RO);6922,5;15,4;318,6594229;269,38;0,6;40,41;0,753;106800
230725;Jijoca de Jericoacoara (CE);195,9;61,7;241,4202541;91,19;0,64;59,88;0,623;12089
291820;Jiquiriça (BA);237,2;57,4;119,1402369;91,5;0,52;49,5;0,633;13638
291830;Jitaúna (BA);334,1;62,8;189,0254351;70,56;0,59;57,8;0,619;21056
420900;Joaçaba (SC);240,6;99,9;295,3393596;451,77;0,57;38,45;0,866;24066
313600;Joaíma (MG);1672,9;8,7;467,7565345;116,7;0,69;53,6;0,646;14555
313610;Joanésia (MG);234;28,3;151,7558111;115,7;0,51;45,79;0,682;6617
352550;Joanópolis (SP);375,5;27,7;77,89073831;276,79;0,49;34,23;0,766;10409
313640;Joaquim Felício (MG);793,7;4,9;229,92153;130,61;0,57;45,58;0,673;3872
270380;Joaquim Gomes (AL);242;88,7;59,24410409;61,1;0,57;58,28;0,54;21488
260820;Joaquim Nabuco (PE);115,6;137,7;95,65739733;80,37;0,57;52,22;0,613;15925
220540;Joaquim Pires (PI);762,7;17,1;187,9966529;62,54;0,53;58,68;0,526;13076
411280;Joaquim Távora (PR);290,3;33,3;223,677592;207,39;0,52;31,33;0,755;9661
260810;João Alfredo (PE);150;179,8;80,85678136;85,85;0,59;58,5;0,61;27023
240580;João Câmara (RN);798,3;36,6;73,35012211;102,79;0,62;54,15;0,639;29248
220535;João Costa (PI);1870,7;1,6;382,6542917;61,85;0,57;62,39;0,596;3025
240590;João Dias (RN);78,8;33,3;290,7862666;50,49;0,65;70,84;0,587;2596
291835;João Dourado (BA);988;19,2;386,9638675;98,32;0,54;51,29;0,596;18967
210550;João Lisboa (MA);1054,5;23,3;472,2766869;94,19;0,53;47,29;0,63;24598
313620;João Monlevade (MG);99,4;668,5;81,75531444;240,9;0,53;39,47;0,807;66690
320313;João Neiva (ES);272,3;56,2;62,53938485;234,66;0,51;35,4;0,766;15301
250750;João Pessoa (PB);210,8;2822,2;0;334,69;0,63;41,64;0,783;597934
313630;João Pinheiro (MG);10768,4;3,8;327,8783654;191,01;0,59;41,03;0,748;41368
352560;João Ramalho (SP);417,1;9,2;446,8533645;210,01;0,52;35,68;0,776;3842
220545;Joca Marques (PI);164,1;26,5;183,748515;52,09;0,54;59,93;0,524;4349
420910;Joinville (SC);1081,7;396,6;146,6587749;407,6;0,54;43,23;0,857;429604
313650;Jordânia (MG);551;17,9;590,7864633;104,56;0,61;51,28;0,646;9865
120032;Jordão (AC);6695,5;0,7;450,2516054;34,53;0,69;74,22;0,475;4454
210560;Joselândia (MA);687,1;21,3;274,353466;53,78;0,58;64,07;0,534;14609
313657;Josenópolis (MG);537,4;7,9;393,912449;66,15;0,62;63,17;0,61;4253
420915;José Boiteux (SC);358,6;12,8;128,0535747;215,45;0,56;48,77;0,771;4594
352570;José Bonifácio (SP);861;33,2;418,6778093;339,84;0,57;32,2;0,817;28714
240600;José da Penha (RN);96,2;61,4;344,37408;82,04;0,62;62,11;0,629;5908
220550;José de Freitas (PI);1639,9;20;44,66813624;80,28;0,51;50,62;0,615;32858
313652;José Gonçalves de Minas (MG);384,1;12,3;353,3918082;95,14;0,48;50,8;0,646;4696
313655;José Raydan (MG);182;20;234,4303874;101,36;0,61;55,02;0,625;3647
521210;Joviânia (GO);446,5;15,5;130,8239071;325,6;0,66;34,44;0,787;6904
431115;Jóia (RS);1246,3;6,6;319,6644306;185,98;0,59;46,31;0,774;8284
510510;Juara (MT);21492,4;1,4;506,2851057;295,76;0,58;40,12;0,763;30748
