Codigo;Município;Area;Densidade;Distancia;RendaperCapita;Gini;Intensidadedapobreza;IDH;Populacaototal
410740;Enéas Marques (PR);195;32,7;393,7936213;257,21;0,6;42,57;0,782;6382
410750;Engenheiro Beltrão (PR);474,4;29,6;352,7623974;258,82;0,59;35,45;0,762;14082
312370;Engenheiro Caldas (MG);188,6;49,5;210,7888567;137,06;0,56;46,45;0,661;9347
351515;Engenheiro Coelho (SP);110,1;91,1;131,8339802;297,55;0,52;37,98;0,792;10033
312380;Engenheiro Navarro (MG);634,1;11,2;281,9121485;97,94;0,48;44,7;0,686;7085
330180;Engenheiro Paulo de Frontin (RJ);139,4;87,3;62,12174109;243,17;0,51;35,54;0,753;12164
430692;Engenho Velho (RS);73,7;28,8;305,8764434;160,42;0,52;48,31;0,732;2134
430693;Entre-Ijuís (RS);552,9;17,5;348,4071934;170,81;0,53;45,22;0,767;9702
312385;Entre Folhas (MG);86,1;58,7;181,6953192;130,56;0,51;46,14;0,712;5054
291050;Entre Rios (BA);1169,3;32,1;123,3723084;109,66;0,59;49,63;0,628;37513
420517;Entre Rios (SC);105,4;27,2;408,3211776;107,87;0,65;64,66;0,694;2857
312390;Entre Rios de Minas (MG);464,1;28,2;95,58690702;182,62;0,56;40,77;0,744;13114
410753;Entre Rios do Oeste (PR);131,9;25,2;505,7544408;337,95;0,52;33,58;0,847;3328
430695;Entre Rios do Sul (RS);118,6;29,4;314,4882012;216,32;0,6;44,62;0,757;3491
130150;Envira (AM);13381,1;1,6;1206,174286;43,72;0,7;75,41;0,513;19060
120025;Epitaciolândia (AC);1659,3;6,6;155,1250534;134,36;0,57;43,25;0,684;11028
240340;Equador (RN);313,1;18,1;209,9983128;98,88;0,52;46,71;0,665;5664
430697;Erebango (RS);157,3;19,2;263,5092211;200,8;0,53;41,35;0,781;3023
430700;Erechim (RS);763,2;118,4;285,2864091;351,62;0,53;38,64;0,826;90347
230427;Ererê (CE);323;19,5;258,1378602;77,71;0,59;61,64;0,619;6302
420519;Ermo (SC);64,9;31,8;187,612297;239,19;0,52;38,94;0,769;2057
430705;Ernestina (RS);294,2;13,4;214,4811377;264,32;0,5;34,64;0,806;3941
430720;Erval Grande (RS);285,1;19,8;321,3450816;169,58;0,59;49,07;0,744;5647
430730;Erval Seco (RS);345,5;26,6;353,8534969;142,82;0,57;51,81;0,74;9177
420520;Erval Velho (SC);231,7;18,4;287,5258416;240,74;0,52;37,39;0,794;4269
312400;Ervália (MG);358,1;47,5;176,7547674;169,06;0,68;52,01;0,7;17018
260520;Escada (PE);350,3;162,6;50,71220231;95,46;0,54;49,93;0,645;57341
430740;Esmeralda (RS);1282,3;4,3;219,9408035;186,64;0,56;43,46;0,779;5521
312410;Esmeraldas (MG);912,3;50,2;37,90938741;184,52;0,6;43,27;0,748;47090
312420;Espera Feliz (MG);326,4;62,9;232,8217326;178,84;0,49;37,6;0,7;20528
250600;Esperança (PB);146,2;192,6;110,4187455;105,47;0,58;51,83;0,632;28166
430745;Esperança do Sul (RS);146,3;25,7;401,2560388;129,47;0,51;49,8;0,708;3755
410752;Esperança Nova (PR);141,4;16,3;496,0904057;176,08;0,49;36,09;0,744;2308
170740;Esperantina (TO);482,5;15,8;536,4008103;53,33;0,69;69,68;0,572;7623
220370;Esperantina (PI);926,5;36,8;146,1386114;85,77;0,58;53,29;0,591;34094
210400;Esperantinópolis (MA);774,1;27,2;264,9272684;69,82;0,6;59,74;0,593;21224
410754;Espigão Alto do Iguaçu (PR);395,6;13,6;357,5615666;145,52;0,6;49,74;0,708;5388
110009;Espigão d'Oeste (RO);4523,8;5,7;440,7284071;214,62;0,64;52,64;0,738;25688
312430;Espinosa (MG);1867,4;16,6;556,693253;107,61;0,61;54,22;0,657;30978
240350;Espírito Santo (RN);158;67,8;60,68590151;70,88;0,61;60,81;0,581;10715
312440;Espírito Santo do Dourado (MG);264,5;15,7;322,8189149;203,16;0,48;33,38;0,742;4162
351518;Espírito Santo do Pinhal (SP);391,4;103,2;151,1725487;350,75;0,48;33,17;0,808;40480
351519;Espírito Santo do Turvo (SP);191,8;19,2;300,9522783;210,82;0,49;32,93;0,755;3677
291060;Esplanada (BA);1408,5;19,3;144,2950119;83,2;0,62;59,03;0,609;27230
430750;Espumoso (RS);887,5;18,2;213,8429504;265,03;0,57;44,78;0,787;16185
430755;Estação (RS);96,7;64,4;256,1716314;253,46;0,49;33,29;0,806;6228
280210;Estância (SE);649,6;90,6;56,27202264;123,68;0,6;47,93;0,672;59002
430760;Estância Velha (RS);51,6;680,6;43,12036341;329,15;0,45;40,85;0,808;35132
430770;Esteio (RS);27,6;2899,5;19,73336952;364,47;0,5;44,46;0,842;80048
312450;Estiva (MG);245,9;42;363,4073442;238,63;0,53;36,74;0,747;10366
355730;Estiva Gerbi (SP);73,9;119,9;145,3819944;249,7;0,43;29,78;0,794;8856
210405;Estreito (MA);2727,7;8,4;567,6097155;127,09;0,62;51,5;0,681;22930
430780;Estrela (RS);184,2;148,7;92,31156443;332,79;0,47;32,97;0,829;27401
351520;Estrela d'Oeste (SP);297,1;27,8;530,8487827;266,59;0,49;34,16;0,792;8256
270255;Estrela de Alagoas (AL);265,5;61,5;116,4382225;50,61;0,61;67,38;0,545;16341
312470;Estrela do Indaiá (MG);637,2;5,6;194,4747923;214,07;0,53;27,42;0,738;3597
351530;Estrela do Norte (SP);263,9;10;527,1111021;199,95;0,54;44;0,767;2625
520750;Estrela do Norte (GO);302,7;11,2;312,9601858;169,33;0,55;42,56;0,746;3398
312480;Estrela do Sul (MG);822,9;8,4;409,6169248;172,55;0,49;41,57;0,747;6883
312460;Estrela Dalva (MG);132,2;20,2;264,3410227;201,92;0,59;35,59;0,731;2674
430781;Estrela Velha (RS);283,1;13;209,2326739;188,99;0,56;44,77;0,741;3691
291070;Euclides da Cunha (BA);2383,8;22,6;279,1050825;79,05;0,59;58,33;0,596;53885
351535;Euclides da Cunha Paulista (SP);578,6;17,7;618,51549;144,34;0,54;50,64;0,738;10214
312490;Eugenópolis (MG);311,5;31;232,8328209;205,78;0,6;48,27;0,739;9766
430783;Eugênio de Castro (RS);421,4;7,9;328,8024471;201,85;0,57;41,51;0,765;3313
291072;Eunápolis (BA);1197,3;70,5;395,6354466;195,88;0,64;48,94;0,704;84120
230428;Eusébio (CE);78;403,7;21,76243406;107,13;0,63;55,92;0,684;31500
312500;Ewbank da Câmara (MG);104,1;34,6;198,1813966;168,24;0,47;32,82;0,715;3608
312510;Extrema (MG);243,7;78,6;416,7845391;277,58;0,5;34,57;0,781;19219
240360;Extremoz (RN);135,3;144,4;14,66976752;136,5;0,55;47,82;0,694;19572
260530;Exu (PE);1500,3;21,6;536,5824182;70,01;0,61;59,86;0,592;32423
290050;Érico Cardoso (BA);704;17,3;395,7338976;74,34;0,61;60,74;0,592;12160
250610;Fagundes (PB);235,9;50,5;104,011551;65,11;0,6;63,17;0,559;11892
430786;Fagundes Varela (RS);132,2;18,6;135,7824797;278,42;0,38;34,02;0,812;2471
520753;Faina (GO);1951,8;3,8;180,9539475;160,23;0,56;40,31;0,703;7419
312520;Fama (MG);87,9;26,7;262,9107503;260,85;0,55;30,35;0,786;2353
312530;Faria Lemos (MG);162,8;22,1;228,9284995;187,5;0,55;36,8;0,716;3606
230430;Farias Brito (CE);476,8;42,6;374,6414624;72,43;0,57;61,84;0,609;20315
150300;Faro (PA);11820,3;0,8;918,716413;64,62;0,54;58,03;0,623;10037
410755;Farol (PR);289,5;13,7;368,8083065;160,71;0,6;44,47;0,701;3963
430790;Farroupilha (RS);393,9;140,1;90,50547956;405,7;0,48;41,4;0,844;55308
351540;Fartura (SP);430,3;34,9;293,4763734;245,15;0,55;32,47;0,772;15010
220375;Fartura do Piauí (PI);727,9;6,4;488,3739043;69,92;0,59;61,31;0,607;4685
410760;Faxinal (PR);703,4;22,2;260,4504776;218,06;0,58;39,37;0,732;15608
430800;Faxinal do Soturno (RS);165,9;41,1;219,5509091;265,64;0,52;36,36;0,793;6841
420530;Faxinal dos Guedes (SC);280,3;38,4;375,8698173;316,46;0,61;34,51;0,819;10767
430805;Faxinalzinho (RS);143,8;20,3;322,200377;186,03;0,56;45,17;0,744;2923
520760;Fazenda Nova (GO);1285,7;5,5;171,7279537;166,95;0,52;37,9;0,746;7093
410765;Fazenda Rio Grande (PR);120,8;518,4;25,79737413;194,31;0,45;45,16;0,763;62877
430807;Fazenda Vilanova (RS);85,5;33,1;75,66455546;211,54;0,49;34,29;0,766;2833
170755;Fátima (TO);384,4;10;91,05339906;146,08;0,66;54,51;0,698;3848
291075;Fátima (BA);297,5;61,5;265,3990821;84,64;0,55;54,77;0,554;18298
500380;Fátima do Sul (MS);316;60,5;215,0067599;217,51;0,59;42,1;0,751;19111
120030;Feijó (AC);22721,6;1,2;344,1178661;64,55;0,63;62,59;0,541;26722
291077;Feira da Mata (BA);1661,8;3,8;638,1402944;76,48;0,61;60,61;0,634;6235
291080;Feira de Santana (BA);1338,1;359,2;92,54533409;206,99;0,62;47,18;0,74;480949
270260;Feira Grande (AL);156,6;135,8;106,4857161;68,2;0,62;61,39;0,56;21270
260540;Feira Nova (PE);118,8;158,7;57,05893636;97,99;0,55;48,44;0,606;18857
280220;Feira Nova (SE);189,3;26,7;76,56229022;69,38;0,55;58,14;0,62;5068
210407;Feira Nova do Maranhão (MA);1668,8;4,5;558,5021774;60,39;0,62;64,88;0,569;7543
240370;Felipe Guerra (RN);283,3;19,5;275,0438838;86,99;0,52;54,59;0,633;5534
312560;Felisburgo (MG);596;10,5;488,2400733;100,21;0,58;47,83;0,642;6241
312570;Felixlândia (MG);1558,2;8,2;153,7186407;150,26;0,56;41,52;0,73;12784
430810;Feliz (RS);92,7;122,1;65,08619983;324,6;0,43;23,41;0,839;11316
270270;Feliz Deserto (AL);92,2;41,7;93,50752783;74,46;0,53;54,03;0,609;3836
510370;Feliz Natal (MT);11492,8;0,6;378,5923083;324,84;0,59;35,86;0,748;6769
312540;Felício dos Santos (MG);360;15,9;207,2093964;79,65;0,58;59,09;0,657;5729
410773;Fernandes Pinheiro (PR);414,6;15,4;127,9713543;137,4;0,6;51,26;0,711;6368
312580;Fernandes Tourinho (MG);152,9;16,7;209,6786817;121,74;0,57;45,95;0,672;2563
260545;Fernando de Noronha (Distrito Estadual) (PE);18,4;111,5;541,9921141;558,95;0,52;17,15;0,862;2051
210408;Fernando Falcão (MA);3981,1;1,2;407,7494209;51,55;0,59;63,36;0,498;4823
240375;Fernando Pedroza (RN);325,1;8,2;146,5675949;96,02;0,59;54,49;0,625;2650
351560;Fernando Prestes (SP);170,6;31,8;329,7158056;258,19;0,49;37,27;0,776;5434
351550;Fernandópolis (SP);551,1;111,8;519,60011;366,5;0,54;36,84;0,832;61647
351565;Fernão (SP);100,6;14,2;323,4044724;215,41;0,53;32,5;0,748;1432
351570;Ferraz de Vasconcelos (SP);28,5;4980,3;27,21021152;221,24;0,49;50;0,772;142377
160023;Ferreira Gomes (AP);5072,2;0,7;91,88461549;107,19;0,56;49,68;0,72;3562
260550;Ferreiros (PE);86;124,8;78,30664441;85,54;0,56;52,37;0,629;10727
312590;Ferros (MG);1093,5;11,2;117,3604217;111,16;0,55;47,04;0,679;12331
312595;Fervedouro (MG);358,3;27;201,8876814;136,19;0,55;43,68;0,686;9671
410770;Fênix (PR);234,3;21,1;320,7488989;173,32;0,54;40,38;0,736;4942
410775;Figueira (PR);123,7;73;209,310165;176,95;0,55;39,39;0,711;9038
170765;Figueirópolis (TO);1938,9;2,9;236,7158018;144,69;0,56;42,96;0,719;5562
510380;Figueirópolis d'Oeste (MT);894,1;4,8;283,4758041;197,53;0,59;42,05;0,705;4315
170770;Filadélfia (TO);1996,5;4,1;327,9190047;108,51;0,61;52,07;0,668;8218
291085;Filadélfia (BA);566,2;30,2;304,1597172;54,58;0,56;63,68;0,586;17194
291090;Firmino Alves (BA);160;32,3;270,7326072;96,74;0,56;50,51;0,641;5170
520780;Firminópolis (GO);407,5;24,3;112,4197245;189,29;0,55;36,45;0,745;9909
270280;Flexeiras (AL);317,1;38,2;43,7251441;64,34;0,52;55,43;0,554;11979
410785;Flor da Serra do Sul (PR);258,5;19,6;413,5694181;155,16;0,53;45,9;0,732;5059
420535;Flor do Sertão (SC);65,2;24,6;482,8664137;175,46;0,54;45,61;0,724;1612
351580;Flora Rica (SP);225,7;9,6;529,5543909;191,18;0,51;37,41;0,747;2177
410780;Floraí (PR);196,2;26,9;386,165564;250,77;0,5;29,37;0,771;5285
240380;Florânia (RN);509,5;17,6;181,6115026;100,96;0,55;52,77;0,657;8978
351590;Floreal (SP);204,2;15,8;481,8973749;287,37;0,55;34,25;0,8;3223
260560;Flores (PE);963,8;21,6;341,1320155;69,72;0,54;59,3;0,613;20823
430820;Flores da Cunha (RS);293,3;80,7;111,6609581;471,37;0,46;36,9;0,839;23678
520790;Flores de Goiás (GO);3722,8;2;342,1352396;111,66;0,67;61,95;0,642;7514
220380;Flores do Piauí (PI);1047,4;4,2;300,5632594;70,56;0,54;56,72;0,59;4372
260570;Floresta (PE);3690,3;6,7;409,9082033;114,16;0,63;58,19;0,698;24729
410790;Floresta (PR);159,4;32,2;349,1293065;237,04;0,48;30,23;0,773;5122
291100;Floresta Azul (BA);352,9;32,9;243,7566412;88,24;0,56;51,14;0,641;11614
150304;Floresta do Araguaia (PA);3458,7;4,1;690,7059541;93,49;0,58;57,59;0,673;14284
220385;Floresta do Piauí (PI);168,4;14,3;286,9427415;60,32;0,56;61,07;0,512;2416
312600;Florestal (MG);194,9;28,9;50,4919149;226,6;0,51;38;0,794;5647
410800;Florestópolis (PR);248,6;49;356,6133917;168,41;0,45;37,13;0,726;12190
220390;Floriano (PI);3403,7;16;188,0523545;172,71;0,59;45,62;0,711;54591
430825;Floriano Peixoto (RS);162,5;14,5;255,2357076;156,35;0,48;45,56;0,781;2361
420540;Florianópolis (SC);436,5;760,1;0;701,42;0,57;43,26;0,875;342315
351610;Florínia (SP);227,9;13,7;424,9454991;194,4;0,49;39,65;0,759;3127
410810;Flórida (PR);82,9;29,3;376,0605571;228,55;0,48;31,55;0,775;2434
351600;Flórida Paulista (SP);526,3;21,1;512,7133447;219,52;0,52;39,26;0,767;11106
130160;Fonte Boa (AM);12165;2,6;676,5144718;44,09;0,64;70,55;0,532;31509
430830;Fontoura Xavier (RS);576,1;19,9;158,9345655;155,87;0,54;48,31;0,732;11473
312610;Formiga (MG);1503,8;41,8;169,3723575;254,88;0,53;33,46;0,793;62907
430840;Formigueiro (RS);587,8;12,9;218,3429983;180,46;0,55;43,88;0,741;7598
520800;Formosa (GO);5827,7;13,5;241,07221;230,87;0,63;51,19;0,75;78651
210409;Formosa da Serra Negra (MA);3674,2;4;481,681777;51,21;0,56;55,98;0,569;13781
410820;Formosa do Oeste (PR);274,9;31,8;426,3788738;193,91;0,53;40,69;0,788;8755
291110;Formosa do Rio Preto (BA);16514,3;1,1;756,9819224;117,52;0,8;65,16;0,646;18288
420543;Formosa do Sul (SC);95,5;28,4;432,875271;238,11;0,62;52,33;0,795;2725
312620;Formoso (MG);3833,4;1,7;592,5002734;150,98;0,71;59,49;0,695;6522
520810;Formoso (GO);847,4;6,6;338,4967704;169,83;0,61;50,55;0,737;5589
170820;Formoso do Araguaia (TO);13510,5;1,4;223,2184862;169,15;0,62;44,56;0,71;18817
230435;Forquilha (CE);548,4;31,9;190,7062577;92,36;0,59;56,62;0,643;17488
420545;Forquilhinha (SC);184;99,7;156,5369558;304,43;0,53;40,43;0,797;18348
230440;Fortaleza (CE);313,8;6814;0;306,7;0,66;43,73;0,786;2141402
312630;Fortaleza de Minas (MG);220,7;17;309,7872755;191,97;0,47;34,06;0,765;3759
170825;Fortaleza do Tabocão (TO);623,6;3,6;125,0152001;146,19;0,62;45,57;0,688;2242
210410;Fortaleza dos Nogueiras (MA);1657,4;6,8;534,6061806;70,75;0,64;66,22;0,637;11301
430845;Fortaleza dos Valos (RS);689,6;7,4;236,8014794;394,19;0,63;37,25;0,824;5079
230445;Fortim (CE);279,7;43,2;116,2205689;101,23;0,56;54,69;0,633;12066
210420;Fortuna (MA);692,5;20,9;356,279891;79,8;0,62;61,14;0,568;14596
312640;Fortuna de Minas (MG);198,7;12,2;58,72047236;170,08;0,53;35,63;0,716;2437
410830;Foz do Iguaçu (PR);590,3;437,7;533,2537962;326,19;0,58;44,33;0,788;258543
410845;Foz do Jordão (PR);243,8;26,1;284,741936;154,41;0,63;50,03;0,689;6378
420550;Fraiburgo (SC);435,5;75,4;242,6322888;249,48;0,57;39,71;0,779;32948
351620;Franca (SP);609;471,9;343,5153795;359,6;0,51;35,45;0,82;287737
220400;Francinópolis (PI);256,7;20,5;157,0262315;58,42;0,62;67,73;0,549;5254
410832;Francisco Alves (PR);320,5;22,6;485,8235438;162,19;0,49;35,21;0,736;6956
220410;Francisco Ayres (PI);627;8,4;170,883362;62,36;0,54;61;0,586;5236
312650;Francisco Badaró (MG);472,5;21,8;356,4627917;87,19;0,51;51,44;0,646;10309
410840;Francisco Beltrão (PR);719,2;93,3;385,3855519;307,97;0,58;39,95;0,791;67132
240390;Francisco Dantas (RN);187,9;16,1;323,1580729;91,77;0,58;60,91;0,622;3021
312660;Francisco Dumont (MG);1558,4;2,9;279,5598653;104,33;0,61;47,33;0,656;4488
220415;Francisco Macedo (PI);136,7;17,1;334,0031796;61,16;0,57;61,64;0,545;2337
351630;Francisco Morato (SP);49,3;2702,8;31,57856708;175,94;0,48;51,33;0,738;133738
220420;Francisco Santos (PI);566,4;12,4;280,3040833;97,22;0,52;50,76;0,607;7043
312670;Francisco Sá (MG);2758,8;8,5;374,5252665;102,18;0,54;48,26;0,662;23562
312675;Franciscópolis (MG);706,5;9,1;290,6493822;71,1;0,54;54,24;0,605;6426
351640;Franco da Rocha (SP);134,2;804,7;26,77211816;245,63;0,49;51,84;0,778;108122
230450;Frecheirinha (CE);137,5;85,9;252,0834985;70,4;0,61;62,5;0,605;11832
430850;Frederico Westphalen (RS);264,5;101;364,3679248;297,09;0,55;45,55;0,834;26759
312680;Frei Gaspar (MG);630,3;9,5;329,2263862;83,95;0,57;51,98;0,621;5975
312690;Frei Inocêncio (MG);469,7;17,4;256,0175959;149,64;0,57;42,3;0,703;8176
312695;Frei Lagonegro (MG);169,8;18,8;221,8282757;76,59;0,56;57,46;0,612;3191
250620;Frei Martinho (PB);247,1;11,8;192,7669831;89,84;0,49;49,91;0,61;2923
260580;Frei Miguelinho (PE);215,8;60,2;114,1556034;83,14;0,54;59,13;0,61;12978
280230;Frei Paulo (SE);406,8;29,4;64,51552061;120,31;0,63;52,71;0,646;11973
420555;Frei Rogério (SC);157,2;18,9;227,4735807;172,67;0,55;41,12;0,74;2971
312700;Fronteira (MG);199,9;44,7;549,5842731;262,63;0,51;38,68;0,794;9024
312705;Fronteira dos Vales (MG);319,8;14,5;455,9297016;70,91;0,57;58,11;0,599;4902
220430;Fronteiras (PI);786,4;12,7;328,1397726;111,48;0,59;52,27;0,613;10012
312707;Fruta de Leite (MG);760,7;8,9;436,3191681;55,76;0,63;67,43;0,586;6777
312710;Frutal (MG);2436,6;19,1;521,2808414;300,69;0,57;35,23;0,803;46566
240400;Frutuoso Gomes (RN);70,2;65;293,5513961;79,53;0,59;60,34;0,639;4580
320220;Fundão (ES);269,9;48,1;43,49227415;229,92;0,56;38,15;0,752;13009
312720;Funilândia (MG);202,3;16,2;50,97931852;161,33;0,57;42,13;0,706;3281
351650;Gabriel Monteiro (SP);138,9;19,6;460,4089987;251,47;0,46;32,61;0,768;2726
250625;Gado Bravo (PB);204,2;41,7;114,7344173;53,81;0,56;61,57;0,527;8521
312730;Galiléia (MG);723,6;9,9;269,2237153;152,3;0,55;42,21;0,688;7241
240410;Galinhos (RN);333,4;5,3;141,5082868;77,55;0,56;60,7;0,612;1767
420560;Galvão (SC);131,2;28,4;428,6863318;225,87;0,61;46,74;0,777;4235
260590;Gameleira (PE);260,8;91,2;81,0166402;76,15;0,53;51,87;0,59;24003
312733;Gameleiras (MG);1739,6;3;533,4887164;66,45;0,55;58,24;0,581;5263
291120;Gandu (BA);230;118,1;136,0594353;150,19;0,68;51,97;0,674;27160
260600;Garanhuns (PE);467,8;251,4;200,0464611;167,83;0,62;51,51;0,693;117749
280240;Gararu (SE);640,4;17,7;104,7930547;67,67;0,62;64,87;0,572;11363
351670;Garça (SP);557,2;77,5;343,0083778;308,68;0,54;27,81;0,783;43162
430860;Garibaldi (RS);272,6;103,9;91,19517903;455,48;0,48;30,12;0,843;28337
420570;Garopaba (SC);108,3;121,3;47,75322178;234,03;0,5;40,61;0,785;13164
150307;Garrafão do Norte (PA);1799,2;13,5;169,6912139;71,13;0,6;59,91;0,578;24221
430865;Garruchos (RS);830,9;4,4;474,7515583;142,33;0,57;45,59;0,715;3675
420580;Garuva (SC);499,7;22,7;177,0778915;238,78;0,56;41,09;0,787;11378
420590;Gaspar (SC);369,8;125,4;84,36180578;364,62;0,45;35,68;0,832;46414
351680;Gastão Vidigal (SP);181,3;19,8;476,2225961;269,29;0,55;35,98;0,768;3586
430870;Gaurama (RS);201,1;31,8;284,8355412;265,41;0,52;37,89;0,814;6391
510385;Gaúcha do Norte (MT);16963,1;0,3;416,9242857;158,07;0,61;45,54;0,702;4605
291125;Gavião (BA);336,8;14,2;216,5503261;78,57;0,54;53,97;0,64;4792
351685;Gavião Peixoto (SP);244,3;16,9;269,0345409;212,68;0,48;36,08;0,763;4126
351660;Gália (SP);356,7;22;329,5937135;228,35;0,54;34,11;0,745;7853
220435;Geminiano (PI);466,8;10,3;279,6469403;65,47;0,6;61,45;0,542;4790
410850;General Carneiro (PR);1071,7;13;232,4421569;177,49;0,55;35,57;0,711;13899
510390;General Carneiro (MT);4146,9;1;357,814067;145,7;0,61;50,77;0,695;4349
430880;General Câmara (RS);494,2;17,7;52,96474257;234,62;0,54;43,64;0,784;8737
280250;General Maynard (SE);18,1;132,7;26,47271259;93,31;0,54;50,78;0,671;2400
351690;General Salgado (SP);494,6;21,8;500,8732753;265,28;0,56;43,53;0,762;10824
230460;General Sampaio (CE);184,9;26,3;107,6777839;58,56;0,61;63,54;0,606;4866
430885;Gentil (RS);183,7;9,6;194,5158129;238,19;0,49;36,17;0,785;1771
291130;Gentio do Ouro (BA);3685,8;2,8;466,1855418;58,39;0,62;68,3;0,575;10173
351700;Getulina (SP);677,2;15,3;389,5551776;250,62;0,55;38,43;0,77;10370
430890;Getúlio Vargas (RS);286;57,7;257,1352357;264,02;0,53;37,29;0,79;16509
220440;Gilbués (PI);3489,4;2,9;596,7986206;86,86;0,66;60,41;0,651;10229
270290;Girau do Ponciano (AL);504,3;58,7;122,2248556;54,85;0,63;68,13;0,535;29574
430900;Giruá (RS);827,4;22,6;376,1729189;230,75;0,6;42,03;0,775;18749
312735;Glaucilândia (MG);146;19;330,8226418;103,73;0,56;51,96;0,697;2767
351710;Glicério (SP);274,8;16,1;438,8145673;229,82;0,51;32,88;0,761;4428
430905;Glorinha (RS);336,5;16,9;47,6677098;243,86;0,52;35,38;0,785;5684
291140;Glória (BA);1282,1;11,4;404,5363555;78,57;0,64;66,51;0,641;14559
510395;Glória d'Oeste (MT);849,3;4;242,4296054;238,17;0,63;42,05;0,731;3361
500400;Glória de Dourados (MS);493;20,4;223,5805664;205,09;0,56;39,21;0,745;10035
260610;Glória do Goitá (PE);211,8;130;45,69954694;84,48;0,53;50,89;0,636;27554
210430;Godofredo Viana (MA);462,4;15,1;206,3668794;65,12;0,61;63,09;0,596;6994
410855;Godoy Moreira (PR);130,8;29,3;301,3695986;122,49;0,56;62,85;0,672;3836
312737;Goiabeira (MG);111,6;24,4;301,0954274;134,3;0,52;39,59;0,67;2715
260620;Goiana (PE);494,2;143,8;56,40456414;117,83;0,57;51,28;0,692;71177
312738;Goianá (MG);153,6;21,6;206,5750295;198,55;0,53;34,38;0,741;3323
520840;Goianápolis (GO);163;65,3;30,7962608;147,65;0,48;36,28;0,689;10671
520850;Goiandira (GO);562,5;8,8;203,6347819;224,94;0,52;36,21;0,765;4967
520860;Goianésia (GO);1419;34,6;152,0512393;202,5;0,54;35,89;0,743;49160
150309;Goianésia do Pará (PA);6958,8;3,3;273,2877855;144,05;0,6;46,37;0,665;22685
240420;Goianinha (RN);180,7;97,7;52,44875641;106,16;0,64;53,94;0,651;17661
520880;Goianira (GO);201,1;93,2;27,36845666;179,03;0,46;39,46;0,74;18719
170830;Goianorte (TO);1808,5;2,7;167,9327029;115,74;0,6;50,11;0,64;4839
170900;Goiatins (TO);6435,6;1,7;295,0434862;66,24;0,77;73,04;0,587;11036
520910;Goiatuba (GO);2483;12,5;148,6360916;339,93;0,66;34;0,812;31130
520890;Goiás (GO);3118,8;8,7;125,6256668;197,54;0,53;35,86;0,736;27120
520870;Goiânia (GO);743;1467,8;0;508,3;0,61;38,87;0,832;1093007
410860;Goioerê (PR);529,5;56,2;403,131608;227,61;0,58;42,33;0,746;29750
410865;Goioxim (PR);694,5;11,6;274,4487403;119,78;0,63;55,33;0,68;8086
312740;Gonçalves (MG);189,7;21,7;372,0825952;199,56;0,53;40,66;0,759;4123
210440;Gonçalves Dias (MA);1118;15;291,2458576;74,4;0,48;49,61;0,568;16790
291150;Gongogi (BA);199,1;52,5;182,067633;60,93;0,54;56,58;0,586;10522
312750;Gonzaga (MG);211,3;27;190,2944934;81,69;0,57;57,66;0,646;5713
520915;Gouvelândia (GO);833,3;4,8;234,4592918;191,45;0,5;34,28;0,738;4009
312760;Gouvêa (MG);877,7;13,3;153,1290142;145,41;0,58;44,39;0,735;11689
210450;Governador Archer (MA);426,8;21,3;276,9337669;69,85;0,52;54;0,567;9100
420600;Governador Celso Ramos (SC);105;109,8;31,35134989;231,23;0,44;42,03;0,79;11598
240430;Governador Dix-Sept Rosado (RN);1268,9;9,3;258,3827087;80,85;0,55;56,28;0,637;11772
210455;Governador Edison Lobão (MA);620,4;17,5;492,7279432;79,54;0,54;53,83;0,625;10891
210460;Governador Eugênio Barros (MA);676,5;20,1;310,420232;61,5;0,54;58,66;0,556;14629
110100;Governador Jorge Teixeira (RO);5091,6;2,7;239,7362414;159,64;0,63;56,08;0,683;13641
210462;Governador Luiz Rocha (MA);376,7;16,7;327,5665179;56,96;0,5;58,89;0,558;6513
291160;Governador Mangabeira (BA);94,7;181,2;70,74433271;94,94;0,58;56;0,676;17165
210465;Governador Newton Bello (MA);1052,2;10,9;182,0068957;44,29;0,55;63,76;0,494;11804
210467;Governador Nunes Freire (MA);1130,6;22,9;181,2925392;88,21;0,64;54,13;0,592;25921
312770;Governador Valadares (MG);2355,4;104,8;236,2321554;309,18;0,62;42,78;0,772;247131
280260;Gracho Cardoso (SE);236,2;23,4;77,24220377;80,46;0,55;54,83;0,594;5519
230465;Graça (CE);261,3;56,6;247,7239404;52,57;0,56;63,23;0,593;14813
210470;Graça Aranha (MA);362,1;16,6;320,044046;72,8;0,49;50,97;0,571;6080
210480;Grajaú (MA);7205,1;6,5;418,2840424;93,61;0,59;53,02;0,639;47155
430910;Gramado (RS);242,9;117,6;80,38573061;402,68;0,48;38,08;0,841;28593
430912;Gramado dos Loureiros (RS);141,7;17,9;331,368807;148,94;0,54;50,94;0,714;2543
430915;Gramado Xavier (RS);216,6;16,9;155,5520969;270,86;0,63;39,8;0,749;3666
410870;Grandes Rios (PR);306,6;25,6;266,5262215;135,14;0,54;44,1;0,695;7868
260630;Granito (PE);519,7;11,7;522,4168425;67,05;0,62;61,8;0,597;6110
230470;Granja (CE);2705;17,9;261,7793832;55,09;0,59;62,85;0,554;48484
230480;Granjeiro (CE);99;53,5;360,1874963;52,77;0,64;72,69;0,576;5295
430920;Gravataí (RS);478,8;485,5;24,94979627;288,59;0,49;43,74;0,811;232629
