Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
500710;Ribas do Rio Pardo (MS);MS;17357,5;1;92,35581437;204,21;0,51;33,59;0,734;16721
500720;Rio Brilhante (MS);MS;3998,1;5,6;151,3673766;233,84;0,58;43,97;0,747;22640
500730;Rio Negro (MS);MS;1823,5;3;116,0542643;170,33;0,52;39,11;0,723;5432
500740;Rio Verde de Mato Grosso (MS);MS;8177,3;2,2;170,7195166;211,07;0,56;32,42;0,752;18138
500750;Rochedo (MS);MS;1565,1;2,8;60,23439511;177,96;0,55;39,84;0,731;4358
500755;Santa Rita do Pardo (MS);MS;6158,1;1,1;211,2893959;174,18;0,51;32,31;0,722;6640
500769;São Gabriel do Oeste (MS);MS;3866,1;4,4;116,7532784;425,19;0,69;36,94;0,808;16821
500780;Selvíria (MS);MS;3268;1,9;336,1842944;190,49;0,54;39,86;0,736;6085
500770;Sete Quedas (MS);MS;827,8;13,1;393,9676622;224,33;0,63;40,84;0,719;10936
500790;Sidrolândia (MS);MS;5300,9;4,4;63,44182459;226,1;0,66;52,05;0,759;23483
500793;Sonora (MS);MS;4088,9;2,3;318,6871596;264,3;0,63;39,71;0,769;9543
500795;Tacuru (MS);MS;1789,5;4,9;356,5148061;118,41;0,53;46,98;0,662;8717
500797;Taquarussu (MS);MS;1056,1;3,3;263,7606113;154,62;0,51;37,9;0,705;3493
500800;Terenos (MS);MS;2849,3;4,1;22,2823867;183,08;0,55;45,66;0,731;11662
500830;Três Lagoas (MS);MS;10235,8;7,7;310,6089274;290,05;0,57;37,39;0,784;79059
500840;Vicentina (MS);MS;311;18,6;219,5390855;193,38;0,59;39,99;0,727;5779
