Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
240590;João Dias (RN);RN;78,8;33,3;290,7862666;50,49;0,65;70,84;0,587;2596
240600;José da Penha (RN);RN;96,2;61,4;344,37408;82,04;0,62;62,11;0,629;5908
240610;Jucurutu (RN);RN;966,4;17,9;201,9209644;105,55;0,59;50,89;0,637;17319
240620;Lagoa d'Anta (RN);RN;99,3;56,7;78,95236526;77,69;0,62;61,64;0,601;5629
240630;Lagoa de Pedras (RN);RN;121,6;52,6;46,77467862;60,27;0,62;64,83;0,594;6395
240640;Lagoa de Velhos (RN);RN;112,6;23,5;76,87429173;77,3;0,56;57,18;0,63;2651
240650;Lagoa Nova (RN);RN;137,3;87,8;143,2182364;71,48;0,63;61,88;0,62;12058
240660;Lagoa Salgada (RN);RN;69,8;97,4;49,10306027;69,98;0,59;61,5;0,598;6808
240670;Lajes (RN);RN;668,6;14,1;115,02699;101,41;0,53;48,68;0,64;9399
240680;Lajes Pintadas (RN);RN;130,7;34,6;107,8241942;83,52;0,59;59,64;0,655;4530
240690;Lucrécia (RN);RN;27,5;117;290,3790772;95,11;0,58;57,08;0,66;3218
240700;Luís Gomes (RN);RN;181,5;50,4;358,025014;68,61;0,62;68,76;0,644;9154
240710;Macaíba (RN);RN;492;111,4;17,4911926;115,75;0,57;48,36;0,665;54883
240720;Macau (RN);RN;750,2;34,3;174,8030527;135,9;0,49;41,42;0,69;25700
240725;Major Sales (RN);RN;34;86,6;350,809167;69,87;0,53;59,73;0,63;2948
240730;Marcelino Vieira (RN);RN;324,3;25,9;331,5338788;75,61;0,62;63,18;0,613;8373
240740;Martins (RN);RN;171,3;45,1;300,4022844;93,67;0,63;62,12;0,694;7725
240750;Maxaranguape (RN);RN;131,7;60,8;31,55156761;68,99;0,53;58,44;0,609;8001
240760;Messias Targino (RN);RN;145,1;25,6;256,7045039;92,3;0,54;48,7;0,614;3718
240770;Montanhas (RN);RN;65,2;185;77,27838891;73,76;0,53;55,91;0,586;11948
240780;Monte Alegre (RN);RN;211;85,1;33,24260387;79,92;0,59;57,81;0,645;18874
240790;Monte das Gameleiras (RN);RN;93,5;27,2;95,78557107;64,21;0,61;64,14;0,593;2541
240800;Mossoró (RN);RN;2108,9;100,4;245,5948341;179,59;0,59;45,97;0,735;213841
240810;Natal (RN);RN;169,9;4175,5;0;339,92;0,64;42,52;0,788;712317
240820;Nísia Floresta (RN);RN;313,6;60,6;32,89152;122,37;0,59;46,72;0,666;19040
240830;Nova Cruz (RN);RN;283,4;119,4;79,86234603;84,17;0,62;57,78;0,617;33834
240840;Olho-d'Água do Borges (RN);RN;151,5;29,4;276,5878958;84,17;0,54;54,3;0,631;4461
240850;Ouro Branco (RN);RN;221,2;21,1;216,6754878;118,98;0,52;45,78;0,702;4667
240860;Paraná (RN);RN;86,3;42;351,4258518;63,11;0,59;64,01;0,609;3633
240870;Paraú (RN);RN;397,4;10,3;209,1814235;97,95;0,6;52,14;0,612;4092
240880;Parazinho (RN);RN;275,5;15,7;94,23442676;72,02;0,58;58,7;0,564;4325
240890;Parelhas (RN);RN;525,7;36,7;188,3209652;122,97;0,53;44,4;0,704;19319
240325;Parnamirim (RN);RN;126,6;975,3;14,71098243;263,01;0,6;42,11;0,76;124690
240910;Passa e Fica (RN);RN;42,9;193,8;85,86472368;80,22;0,6;56,64;0,611;8329
240920;Passagem (RN);RN;42,7;63;56,93215786;77,15;0,6;58,99;0,648;2691
240930;Patu (RN);RN;303,5;36,7;270,6173474;138,61;0,66;53,82;0,676;11171
