Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
520547;Chapadão do Céu (GO);GO;2190,7;1,7;398,4667235;381,03;0,62;33,53;0,834;3778
520549;Cidade Ocidental (GO);GO;389,8;103,6;156,6826924;259,11;0,51;46,72;0,795;40377
520551;Cocalzinho de Goiás (GO);GO;1794,3;8,1;110,7772937;138,4;0,54;47,51;0,704;14626
520552;Colinas do Sul (GO);GO;1714,5;2,2;307,8603158;125,68;0,62;52,32;0,671;3702
520590;Corumbaíba (GO);GO;1880,9;3,5;178,3581283;217,24;0,53;40,43;0,767;6655
520580;Corumbá de Goiás (GO);GO;1066,2;8,9;96,38945126;175,44;0,6;44,13;0,716;9679
520570;Córrego do Ouro (GO);GO;463,9;6,4;144,3617441;162,96;0,52;40,56;0,726;2973
520620;Cristalina (GO);GO;6188,7;5,5;174,8143371;221,35;0,61;42,17;0,761;34116
520630;Cristianópolis (GO);GO;226,1;12,9;82,20019897;252,91;0,54;31,41;0,771;2924
520640;Crixás (GO);GO;4678,4;3,1;248,7455813;170,43;0,56;45,25;0,717;14673
520650;Cromínia (GO);GO;371,1;9,8;69,00486611;227,81;0,54;34,01;0,769;3660
520660;Cumari (GO);GO;573,6;5,4;211,3008313;198,99;0,52;37,64;0,756;3105
520670;Damianópolis (GO);GO;416,9;7,9;404,532169;86,71;0,55;54,83;0,634;3303
520680;Damolândia (GO);GO;84,9;30,2;48,92446504;172,29;0,5;35,97;0,739;2573
520690;Davinópolis (GO);GO;521,8;4;242,9152241;169,57;0,49;35,42;0,733;2109
520710;Diorama (GO);GO;689,6;3,6;219,0030131;159,21;0,54;38,26;0,733;2498
520830;Divinópolis de Goiás (GO);GO;834,3;6,2;485,463282;103,45;0,56;51,46;0,675;5172
520725;Doverlândia (GO);GO;3218,2;2,7;326,2473122;175,62;0,58;44,79;0,71;8558
520735;Edealina (GO);GO;605,6;6,3;93,78955198;206,82;0,56;34,16;0,768;3803
520740;Edéia (GO);GO;1466,3;7;102,730657;266,67;0,59;30,64;0,759;10223
520750;Estrela do Norte (GO);GO;302,7;11,2;312,9601858;169,33;0,55;42,56;0,746;3398
520753;Faina (GO);GO;1951,8;3,8;180,9539475;160,23;0,56;40,31;0,703;7419
520760;Fazenda Nova (GO);GO;1285,7;5,5;171,7279537;166,95;0,52;37,9;0,746;7093
520780;Firminópolis (GO);GO;407,5;24,3;112,4197245;189,29;0,55;36,45;0,745;9909
520790;Flores de Goiás (GO);GO;3722,8;2;342,1352396;111,66;0,67;61,95;0,642;7514
520800;Formosa (GO);GO;5827,7;13,5;241,07221;230,87;0,63;51,19;0,75;78651
520810;Formoso (GO);GO;847,4;6,6;338,4967704;169,83;0,61;50,55;0,737;5589
520840;Goianápolis (GO);GO;163;65,3;30,7962608;147,65;0,48;36,28;0,689;10671
520850;Goiandira (GO);GO;562,5;8,8;203,6347819;224,94;0,52;36,21;0,765;4967
520860;Goianésia (GO);GO;1419;34,6;152,0512393;202,5;0,54;35,89;0,743;49160
520880;Goianira (GO);GO;201,1;93,2;27,36845666;179,03;0,46;39,46;0,74;18719
520910;Goiatuba (GO);GO;2483;12,5;148,6360916;339,93;0,66;34;0,812;31130
520890;Goiás (GO);GO;3118,8;8,7;125,6256668;197,54;0,53;35,86;0,736;27120
520870;Goiânia (GO);GO;743;1467,8;0;508,3;0,61;38,87;0,832;1093007
520915;Gouvelândia (GO);GO;833,3;4,8;234,4592918;191,45;0,5;34,28;0,738;4009
520920;Guapó (GO);GO;523,1;26,5;34,06244513;182,43;0,51;36,3;0,729;13863
520929;Guaraíta (GO);GO;206;13,5;144,0816334;129,67;0,5;41,19;0,697;2794
520940;Guarani de Goiás (GO);GO;1233,8;3,8;425,7656659;89,66;0,58;56,38;0,632;4678
520945;Guarinos (GO);GO;598;4,8;221,5941287;145,73;0,59;46,56;0,694;2844
520960;Heitoraí (GO);GO;230,5;15;123,0617961;189,66;0,55;38,38;0,744;3445
520970;Hidrolândia (GO);GO;947,4;13,4;31,55918777;210,99;0,52;34,31;0,736;13086
520980;Hidrolina (GO);GO;582,5;7,8;218,4089084;220,93;0,64;41,45;0,737;4548
520990;Iaciara (GO);GO;1631,3;6,9;401,5926078;119,39;0,64;52;0,704;11295
520993;Inaciolândia (GO);GO;690,5;7,6;215,4892361;206,34;0,57;35,34;0,717;5239
520995;Indiara (GO);GO;959,6;12,3;93,38008928;193,26;0,55;35,21;0,73;11816
521000;Inhumas (GO);GO;616,3;71,3;44,01116069;256,28;0,57;34,62;0,765;43897
521010;Ipameri (GO);GO;4382,6;5,1;164,0660416;214,7;0,49;27,22;0,758;22628
521020;Iporá (GO);GO;1030;30,3;200,2740551;232,03;0,55;35,08;0,78;31300
521030;Israelândia (GO);GO;579,5;5,2;180,7323555;167,74;0,52;34,87;0,73;3004
521040;Itaberaí (GO);GO;1476,3;18,9;94,21750527;254,25;0,64;36,13;0,739;27879
521056;Itaguari (GO);GO;127;33,7;92,33324848;199,57;0,53;38,94;0,72;4385
521060;Itaguaru (GO);GO;240,8;23,8;110,0802106;222,46;0,59;36,89;0,746;5696
521080;Itajá (GO);GO;2557,7;2,6;359,2412969;216,73;0,54;34,46;0,747;6572
521090;Itapaci (GO);GO;959,5;14,5;194,5881501;173,38;0,53;38,44;0,724;13931
521100;Itapirapuã (GO);GO;2050,9;5,3;173,3947405;150,7;0,52;38,18;0,707;10856
521120;Itapuranga (GO);GO;1281,6;20,9;144,6036928;219,46;0,6;40,26;0,735;26740
521130;Itarumã (GO);GO;3444,4;1,6;321,0182918;265,6;0,59;35,48;0,735;5446
521140;Itauçu (GO);GO;385;21,2;65,15100313;163,82;0,5;35,84;0,742;8277
521150;Itumbiara (GO);GO;2464,6;33;193,4975111;289,32;0,56;32,21;0,782;81430
521160;Ivolândia (GO);GO;1267,1;2,4;164,180845;168,41;0,53;40,81;0,721;2992
521170;Jandaia (GO);GO;867;7,2;103,3832671;189,22;0,55;39,64;0,746;6342
521180;Jaraguá (GO);GO;1895,6;17,6;102,8075978;194,48;0,53;37,58;0,728;33284
521190;Jataí (GO);GO;7197,1;10,5;293,1991904;304,95;0,59;35,39;0,793;75451
521200;Jaupaci (GO);GO;529;6;189,4482395;169,36;0,53;38,03;0,71;3154
521205;Jesúpolis (GO);GO;121,3;17,5;81,90135015;171,64;0,53;37,9;0,721;2123
521210;Joviânia (GO);GO;446,5;15,5;130,8239071;325,6;0,66;34,44;0,787;6904
521220;Jussara (GO);GO;4106,9;4,9;194,4761516;211,53;0,58;37,53;0,74;20034
521230;Leopoldo de Bulhões (GO);GO;496,7;15,6;54,703224;194,27;0,54;39,38;0,715;7766
521250;Luziânia (GO);GO;3975;35,4;146,7988558;209,95;0,57;44,43;0,756;141082
521260;Mairipotaba (GO);GO;462,4;5,2;73,35376085;236,07;0,56;31,78;0,761;2403
521270;Mambaí (GO);GO;862,7;5,6;415,0716839;95,95;0,56;52,82;0,647;4838
521280;Mara Rosa (GO);GO;1710,3;7;295,9135024;154,26;0,58;42,42;0,713;11939
521290;Marzagão (GO);GO;228,8;8,4;158,6181826;222,07;0,54;34,24;0,779;1920
